x_1,x_2,Label
561,407,1
496,374,1
486,401,1
570,392,1
510,428,1
593,388,1
574,381,1
545,387,1
532,397,1
528,373,1
611,359,1
472,400,1
533,405,1
527,351,1
468,391,1
603,361,1
600,398,1
481,375,1
536,404,1
441,432,1
570,402,1
474,377,1
509,372,1
482,441,1
458,425,1
444,411,1
584,335,1
582,382,1
615,353,1
471,421,1
516,357,1
516,417,1
532,396,1
531,453,1
528,429,1
528,397,1
507,343,1
544,333,1
609,385,1
542,394,1
485,462,1
544,337,1
565,354,1
549,388,1
596,400,1
600,364,1
509,369,1
533,420,1
548,439,1
575,427,1
577,371,1
494,348,1
570,410,1
556,327,1
550,346,1
480,412,1
490,460,1
576,407,1
623,367,1
550,355,1
451,439,1
508,353,1
552,373,1
501,360,1
597,381,1
578,335,1
540,341,1
521,362,1
503,459,1
535,452,1
545,389,1
548,423,1
509,359,1
534,338,1
515,442,1
540,356,1
584,409,1
570,407,1
612,390,1
528,444,1
548,428,1
499,349,1
438,428,1
560,326,1
501,439,1
452,424,1
580,361,1
540,331,1
494,454,1
453,423,1
475,438,1
482,366,1
487,449,1
455,433,1
509,344,1
571,406,1
560,359,1
542,333,1
591,368,1
483,419,1
462,397,1
618,360,1
525,397,1
583,382,1
515,447,1
577,357,1
498,358,1
582,349,1
585,399,1
495,356,1
534,380,1
589,418,1
552,372,1
446,448,1
530,440,1
464,385,1
536,367,1
524,417,1
537,376,1
501,402,1
588,431,1
590,330,1
511,391,1
607,383,1
500,434,1
521,339,1
515,461,1
452,427,1
468,378,1
562,366,1
456,412,1
586,349,1
607,399,1
509,359,1
432,431,1
587,381,1
608,401,1
502,351,1
532,355,1
511,435,1
448,414,1
507,455,1
589,421,1
459,395,1
572,423,1
565,367,1
584,384,1
583,425,1
485,360,1
585,414,1
508,443,1
542,353,1
467,444,1
455,437,1
493,412,1
553,323,1
530,346,1
507,460,1
569,356,1
606,418,1
549,443,1
520,398,1
566,397,1
614,372,1
475,395,1
496,415,1
527,328,1
557,430,1
534,327,1
445,426,1
519,346,1
511,341,1
511,458,1
534,441,1
466,428,1
470,416,1
495,433,1
540,395,1
559,430,1
570,348,1
511,390,1
563,343,1
439,411,1
610,383,1
524,409,1
561,379,1
479,389,1
496,404,1
502,352,1
573,419,1
530,447,1
518,392,1
485,458,1
509,386,1
612,412,1
523,336,1
513,450,1
460,392,1
501,362,1
546,379,1
552,422,1
511,377,1
566,418,1
561,347,1
470,381,1
580,358,1
438,439,1
444,418,1
620,366,1
468,457,1
608,424,1
590,407,1
548,440,1
559,335,1
599,377,1
487,398,1
520,341,1
470,456,1
600,370,1
557,404,1
583,343,1
555,447,1
525,420,1
462,387,1
588,374,1
469,426,1
488,406,1
468,422,1
450,413,1
531,432,1
584,326,1
568,337,1
567,421,1
497,421,1
512,431,1
472,440,1
603,391,1
624,378,1
553,331,1
534,386,1
462,391,1
450,403,1
561,434,1
534,407,1
498,393,1
554,362,1
527,448,1
548,406,1
470,398,1
479,430,1
508,419,1
440,428,1
463,396,1
615,401,1
607,354,1
568,322,1
511,430,1
603,408,1
480,410,1
477,397,1
597,424,1
608,401,1
596,387,1
547,328,1
541,360,1
537,323,1
479,437,1
452,452,1
490,449,1
489,354,1
514,450,1
491,466,1
447,420,1
516,340,1
483,371,1
504,343,1
507,462,1
500,437,1
455,411,1
600,380,1
562,335,1
484,371,1
520,407,1
534,411,1
594,362,1
492,460,1
521,326,1
453,414,1
524,352,1
587,391,1
542,436,1
544,350,1
455,428,1
560,353,1
484,378,1
593,383,1
515,417,1
505,401,1
603,335,1
538,393,1
565,384,1
498,432,1
594,327,1
501,340,1
498,436,1
576,343,1
540,365,1
546,368,1
579,368,1
540,388,1
562,413,1
481,459,1
475,455,1
610,358,1
483,371,1
541,344,1
538,346,1
517,370,1
498,439,1
565,389,1
551,339,1
520,413,1
599,388,1
438,430,1
500,420,1
517,457,1
592,394,1
555,438,1
500,459,1
606,376,1
567,330,1
623,364,1
618,359,1
586,394,1
482,446,1
483,380,1
491,374,1
562,370,1
484,445,1
447,420,1
590,379,1
564,333,1
524,409,1
534,345,1
515,377,1
561,330,1
485,455,1
500,387,1
533,372,1
525,364,1
533,430,1
453,408,1
542,351,1
526,368,1
551,413,1
544,416,1
586,362,1
590,322,1
500,444,1
617,382,1
507,394,1
449,433,1
567,326,1
540,385,1
518,453,1
600,381,1
502,457,1
486,378,1
482,464,1
445,443,1
507,441,1
596,366,1
595,409,1
572,395,1
579,391,1
503,347,1
540,413,1
602,348,1
495,364,1
592,384,1
556,362,1
581,426,1
510,374,1
539,406,1
501,430,1
467,403,1
590,342,1
476,397,1
489,461,1
502,340,1
439,428,1
517,397,1
496,433,1
539,414,1
603,379,1
461,407,1
578,334,1
532,454,1
473,428,1
569,395,1
446,404,1
461,408,1
471,390,1
498,446,1
488,355,1
437,435,1
473,395,1
525,459,1
571,321,1
490,368,1
590,356,1
614,348,1
438,417,1
518,395,1
588,345,1
604,406,1
479,402,1
523,335,1
595,385,1
594,399,1
565,353,1
522,343,1
525,369,1
505,427,1
610,406,1
582,375,1
555,346,1
442,422,1
556,347,1
514,401,1
565,371,1
597,404,1
561,415,1
581,378,1
537,350,1
569,363,1
510,443,1
503,453,1
618,370,1
540,447,1
524,323,1
553,434,1
503,381,1
590,405,1
594,353,1
487,437,1
461,426,1
606,388,1
553,323,1
588,341,1
506,392,1
531,366,1
537,337,1
460,409,1
605,371,1
557,429,1
591,401,1
593,426,1
466,399,1
606,412,1
519,334,1
485,395,1
585,382,1
579,364,1
581,347,1
615,380,1
608,419,1
590,427,1
604,335,1
597,360,1
536,429,1
567,338,1
504,357,1
546,354,1
516,454,1
524,385,1
539,340,1
613,390,1
479,392,1
572,405,1
548,398,1
590,424,1
565,365,1
592,355,1
501,454,1
535,355,1
538,365,1
573,434,1
563,437,1
527,378,1
490,442,1
479,451,1
466,409,1
517,425,1
605,382,1
586,413,1
510,372,1
525,360,1
507,376,1
537,333,1
214,66,2
159,421,2
532,141,2
235,212,2
35,56,2
297,265,2
345,97,2
485,219,2
471,88,2
175,202,2
114,414,2
239,185,2
111,420,2
128,448,2
205,408,2
349,358,2
561,140,2
208,26,2
136,258,2
336,155,2
488,162,2
299,359,2
272,353,2
103,364,2
420,266,2
100,156,2
244,254,2
155,317,2
365,88,2
354,172,2
486,187,2
338,131,2
438,241,2
86,225,2
457,210,2
464,41,2
123,181,2
256,370,2
443,66,2
247,91,2
359,115,2
320,307,2
309,244,2
131,116,2
200,326,2
230,81,2
245,389,2
28,157,2
476,193,2
291,240,2
305,180,2
452,51,2
130,417,2
216,374,2
102,254,2
270,359,2
207,413,2
55,365,2
268,141,2
399,81,2
96,413,2
239,27,2
294,320,2
99,359,2
119,433,2
173,265,2
179,172,2
241,33,2
373,98,2
152,110,2
438,90,2
278,212,2
165,68,2
120,339,2
165,218,2
101,384,2
